cell_id,donor,condition,state,x_um,y_um,rna_a,rna_b,embed_x,embed_y
D08-perturbed-014,D08,perturbed,S3,289.443,97.572,1.4641,0.3408,3.8509,-0.1641
D08-perturbed-015,D08,perturbed,S3,14.906,62.071,2.3488,0.807,5.1027,0.2691
D08-perturbed-016,D08,perturbed,S1,531.272,414.96,1.3433,1.407,0.4414,0.8793
D08-perturbed-017,D08,perturbed,S3,168.772,201.356,1.2775,0.06,4.3111,-0.4668
D08-perturbed-018,D08,perturbed,S1,159.975,304.615,0.5713,1.9534,0.5542,-0.6239
D08-perturbed-019,D08,perturbed,S3,48.471,382.352,1.8317,0.1313,4.4892,0.6445
D08-perturbed-020,D08,perturbed,S1,210.212,448.691,0.8552,0.7979,0.8457,-0.0011
D08-perturbed-021,D08,perturbed,S3,479.015,28.618,1.5039,0.0174,4.5409,-0.1535
D08-perturbed-022,D08,perturbed,S1,655.036,402.177,0.2129,2.13,0.3687,-0.7352
D08-perturbed-023,D08,perturbed,S1,388.891,143.724,1.0882,1.574,0.4578,-0.0943
D08-perturbed-024,D08,perturbed,S3,744.998,63.434,1.2986,0,4.9628,0.8686
D08-perturbed-025,D08,perturbed,S1,348.925,228.107,0.5704,1.3946,-0.4186,-0.3651
D08-perturbed-026,D08,perturbed,S2,249.776,421.01,0.7672,1.2778,2.7505,2.4861
D08-perturbed-027,D08,perturbed,S2,386.18,64.626,0.9229,0.455,2.2885,2.5635
D08-perturbed-028,D08,perturbed,S1,142.785,14.599,1.3133,1.5942,-0.3187,-0.9155
D08-perturbed-029,D08,perturbed,S2,704.968,455.949,1.1107,0.7943,2.9669,2.492
D08-perturbed-030,D08,perturbed,S2,105.852,383.248,0.8634,1.2148,2.4386,2.115
D08-perturbed-031,D08,perturbed,S3,239.418,146.582,1.4042,0.3012,5.0408,0.4957
D08-perturbed-032,D08,perturbed,S2,758.23,336.495,1.3536,0.5044,2.2683,1.2639
D08-perturbed-033,D08,perturbed,S3,399.633,111.07,1.7526,0,4.4982,0.1257
D08-perturbed-034,D08,perturbed,S2,750.508,482.192,1.6985,0.7878,2.4336,0.48
D08-perturbed-035,D08,perturbed,S3,152.544,65.727,1.6598,0,5.2577,0.8549
D08-perturbed-036,D08,perturbed,S1,327.252,128.378,0.8586,1.9803,-0.0914,0.1687
D08-perturbed-037,D08,perturbed,S2,61.597,145.933,1.181,0.5057,1.8019,2.1093
D08-perturbed-038,D08,perturbed,S2,487.662,63.616,1.4307,0.7592,2.2115,2.6646
D08-perturbed-039,D08,perturbed,S3,789.211,304.042,1.79,0.1735,4.1041,-0.3976
D08-perturbed-040,D08,perturbed,S1,111.666,13.041,0.5364,1.5905,-0.4403,-1.6159
D08-perturbed-041,D08,perturbed,S2,749.923,74.229,1.435,1.8305,1.9022,2.1051
D08-perturbed-042,D08,perturbed,S1,130.809,299.699,0.8639,1.7943,0.1891,-1.1805
D08-perturbed-043,D08,perturbed,S2,670.286,183.688,1.5815,1.5018,2.388,3.749
D08-perturbed-044,D08,perturbed,S2,303.695,367.175,0.5565,1.3033,1.4757,1.8243
D08-perturbed-045,D08,perturbed,S3,194.791,266.267,1.2651,0.3571,3.9577,0.1807
D08-perturbed-046,D08,perturbed,S3,229.365,337.772,2.2339,0.4136,3.9846,0.2454
D08-perturbed-047,D08,perturbed,S2,224.921,375.792,1.4158,0.6222,2.2931,2.7443
D08-perturbed-048,D08,perturbed,S2,388.243,137.979,1.7075,0.6592,2.1392,2.469
D08-perturbed-049,D08,perturbed,S1,204.213,352.28,0.2553,0.9072,-0.2479,-0.2131
D08-perturbed-050,D08,perturbed,S2,701.123,133.591,0.9399,0.6955,1.8882,2.0517
D08-perturbed-051,D08,perturbed,S1,712.096,302.357,0.1297,1.4284,-0.5609,-1.0459
D08-perturbed-052,D08,perturbed,S2,760.683,18.842,1.2903,0.6526,1.7213,1.8182
D08-perturbed-053,D08,perturbed,S2,744.225,453.212,1.3659,0.2848,1.2616,1.4847
D08-perturbed-054,D08,perturbed,S2,223.603,43.878,1.6345,0.5812,1.8718,2.0984
D08-perturbed-055,D08,perturbed,S2,560.147,197.027,1.1293,1.4582,1.8125,1.3963
D08-perturbed-056,D08,perturbed,S3,626.666,223.88,1.523,0.1417,4.9689,-0.5635
D08-perturbed-057,D08,perturbed,S3,786.363,423.188,1.6316,0.9412,4.0105,-0.2884
D08-perturbed-058,D08,perturbed,S1,305.148,8.941,0.252,1.3106,0.7988,0.1441
D08-perturbed-059,D08,perturbed,S2,759.12,391.014,1.2585,1.5852,2.6388,2.0922
D08-perturbed-060,D08,perturbed,S2,420.172,96.347,0.7632,1.4509,2.3642,0.2696
D08-perturbed-061,D08,perturbed,S1,603.506,96.342,0.4932,1.2265,-0.0405,0.0034
D08-perturbed-062,D08,perturbed,S2,94.148,78.53,0.7202,0.6457,1.7526,1.932
D08-perturbed-063,D08,perturbed,S3,608.277,26.786,0.9454,0.4507,4.8288,0.7068
D08-perturbed-064,D08,perturbed,S1,680.822,62.342,1.0742,0.8972,0.3987,-0.5745
D08-perturbed-065,D08,perturbed,S3,419.15,252.161,1.942,0.4542,3.917,0.4636
D08-perturbed-066,D08,perturbed,S2,626.239,221.021,1.2831,1.0822,1.5923,2.8984
D08-perturbed-067,D08,perturbed,S2,723.869,379.665,0.7511,0.3389,2.7622,1.7153
D08-perturbed-068,D08,perturbed,S3,724.622,444.343,1.9585,0.1646,4.0078,0.9711
D08-perturbed-069,D08,perturbed,S2,636.326,247.047,1.5368,0.2128,1.74,2.9144
D08-perturbed-070,D08,perturbed,S2,270.452,156.564,1.8695,0.5985,2.1727,1.8244
D08-perturbed-071,D08,perturbed,S1,434.264,387.615,0.2491,1.2962,0.1814,0.0461
D08-perturbed-072,D08,perturbed,S3,172.55,184.89,1.2607,0.224,3.8791,0.1291
D08-perturbed-073,D08,perturbed,S1,244.024,60.225,0.3426,1.5341,1.7287,0.3308
D08-perturbed-074,D08,perturbed,S1,758.751,181.745,0.4466,2.3996,-1.1264,0.4459
D08-perturbed-075,D08,perturbed,S2,2.082,409.126,0.5257,0.9492,2.7778,3.0726
D08-perturbed-076,D08,perturbed,S1,48.367,333.373,0.4641,1.919,-0.1339,0.1888
D08-perturbed-077,D08,perturbed,S2,782.483,3.748,0.9251,0.9751,2.5738,2.0852
D08-perturbed-078,D08,perturbed,S1,347.993,389.976,1.3531,2.1539,0.3398,0.834
D08-perturbed-079,D08,perturbed,S2,267.915,18.259,1.4062,1.0592,1.5066,0.9491
