donor,condition,cell_id,state,x_um,y_um,radial_offset_um,rna_epithelial,rna_stromal,rna_boundary,atac,protein,invariant
D01,C,D01-C-0220,Epithelial-like,847.567,681.424,-110.193,2.06186,0.19474,1.04012,0.75477,0.69039,1.3939
D01,C,D01-C-0221,Epithelial-like,673.702,202.983,64.188,2.07065,0.92483,1.45461,0.97391,0.9228,1.15562
D01,C,D01-C-0222,Stromal-like,765.919,838.203,72.378,0.54958,1.47289,1.90999,1.55671,1.04194,1.19705
D01,C,D01-C-0223,Immune-like,1221.247,732.756,53.795,0.54173,0.60948,1.96221,1.80909,1.43547,1.35067
D01,C,D01-C-0224,Epithelial-like,777.06,421.779,-192.99,2.45947,0.49525,0.8989,0.66268,0.32566,1.28596
D01,C,D01-C-0225,Stromal-like,678.358,832.06,79.397,0.34819,1.92376,1.61653,1.18301,1.18626,0.92233
D01,C,D01-C-0226,Stromal-like,994.415,67.791,207.152,0.41472,1.8975,0.59962,0.70569,0.40484,1.49606
D01,C,D01-C-0227,Stromal-like,771.208,843.695,78.02,0.58881,1.67654,1.21305,1.01736,1.05896,0.80638
D01,C,D01-C-0228,Epithelial-like,837.187,327.76,-97.723,2.25238,0.6622,0.91229,0.6638,0.95478,1.11938
D01,C,D01-C-0229,Stromal-like,216.227,398.323,147.261,0.85877,2.03844,1.18767,1.11749,1.00959,1.14814
D01,C,D01-C-0230,Immune-like,378.687,371.818,53.981,0.35056,0.91393,2.22318,1.44719,1.42322,1.33279
D01,C,D01-C-0231,Epithelial-like,554.53,496.651,-102.055,2.4228,0.29561,1.07012,1.04153,0.70825,0.89722
D01,C,D01-C-0232,Epithelial-like,880.199,428.869,-210.514,2.28622,0.79654,0.94305,0.53819,0.4827,0.92687
D01,C,D01-C-0233,Epithelial-like,1084.545,371.236,-79.895,1.97701,0.65807,1.3425,1.14811,0.97536,1.61957
D01,C,D01-C-0234,Immune-like,1381.333,452.656,64.715,0.85898,0.51601,1.58938,1.19146,0.96157,1.15559
D01,C,D01-C-0235,Stromal-like,1291.722,493.652,-1.881,0.4488,1.6617,1.88934,1.58384,1.1807,1.32433
D01,C,D01-C-0236,Stromal-like,1199.373,336.884,4.779,0.53117,2.0536,1.63902,1.26027,1.28558,1.3771
D01,C,D01-C-0237,Epithelial-like,1401.287,718.572,140.817,2.03466,0.6992,1.14075,0.53602,0.89604,1.17253
D01,C,D01-C-0238,Stromal-like,509.946,879.26,174.922,0.59569,1.87319,1.19577,0.95387,0.7148,1.67012
D01,C,D01-C-0239,Immune-like,307.408,357.725,104.949,0.23649,0.27296,1.86899,1.30568,1.13734,1.29403
D01,C,D01-C-0240,Epithelial-like,534.142,569.978,-78.176,2.3213,0.02,1.42933,0.96256,0.93303,0.74036
D01,C,D01-C-0241,Stromal-like,1304.1,696.275,71.225,0.29852,2.15173,1.74459,0.90275,1.0356,1.11708
D01,C,D01-C-0242,Stromal-like,1424.373,444.531,95.379,0.26365,2.15163,1.29817,1.10484,0.67888,1.56952
D01,C,D01-C-0243,Stromal-like,684.569,853.846,101.832,0.46554,1.98784,0.83521,0.61586,0.56876,1.54572
D01,C,D01-C-0244,Epithelial-like,938.851,711.685,-67.871,1.94857,0.37635,1.4211,0.87344,0.82634,1.51443
D01,C,D01-C-0245,Stromal-like,946.333,757.392,-16.234,0.82845,2.16256,1.75718,1.14525,0.87809,1.28389
D01,C,D01-C-0246,Stromal-like,1487.546,535.406,132.628,0.31646,2.0157,1.04066,0.87493,0.59527,1.16116
D01,C,D01-C-0247,Stromal-like,1412.604,429.507,91.052,0.52846,2.10367,0.96436,0.74189,0.60495,0.94118
D01,C,D01-C-0248,Stromal-like,518.928,813.251,107.519,0.147,1.89119,1.05739,0.64375,0.53628,1.22053
D01,C,D01-C-0249,Epithelial-like,743.281,386.212,-146.474,2.31944,0.48132,0.78438,0.88614,0.92569,1.50037
D01,C,D01-C-0250,Stromal-like,214.811,408.132,145.198,1.02597,2.03182,0.99649,0.85589,0.95912,1.47206
D01,C,D01-C-0251,Epithelial-like,1046.129,475.095,-164.931,2.13777,1.03387,1.20826,0.80234,0.89894,1.49224
D01,C,D01-C-0252,Epithelial-like,283.984,541.503,84.331,2.2369,0.48092,1.13943,0.60709,0.90785,1.33611
D01,C,D01-C-0253,Epithelial-like,1008.431,388.582,-129.465,2.26429,0.92778,1.26619,1.05641,1.15086,1.15774
D01,C,D01-C-0254,Stromal-like,957.2,922.591,169.568,0.34247,2.12963,1.3924,0.89882,1.45196,1.53105
D01,C,D01-C-0255,Stromal-like,1023.358,857.455,107.303,0.8822,2.00024,0.8888,0.76877,0.75007,1.57818
D01,C,D01-C-0256,Epithelial-like,982.18,471.763,-204.579,1.88452,0.60884,0.98418,0.8857,0.62902,1.25485
D01,C,D01-C-0257,Epithelial-like,978.402,811.461,48.678,2.09856,0.76115,1.15385,0.91897,0.71915,1.60091
D01,C,D01-C-0258,Stromal-like,1479.036,659.658,158.197,0.79469,1.91455,0.99341,0.83088,0.60754,1.26407
D01,C,D01-C-0259,Stromal-like,883.755,793.762,18.284,0.29016,1.94325,1.40451,0.92705,0.89366,1.49428
D01,C,D01-C-0260,Stromal-like,920.861,150.913,105.929,0.63747,2.20968,1.24237,0.68075,1.22489,1.47318
D01,C,D01-C-0261,Stromal-like,1451.258,652.183,137.381,0.73477,2.56756,0.81885,0.58498,0.86376,1.44587
D01,C,D01-C-0262,Stromal-like,251.473,767.921,198.947,0.51914,2.13038,1.12546,0.93073,0.93106,1.40247
D01,C,D01-C-0263,Immune-like,667.631,292.791,-28.365,1.21821,0.38058,2.1019,1.45507,1.20051,1.40886
D01,C,D01-C-0264,Stromal-like,1166.361,128.888,179.265,0.79099,1.87548,0.8018,0.88882,0.60317,1.37724
D01,C,D01-C-0265,Immune-like,941.55,732.157,-44.878,0.90143,0.55532,2.08101,1.68658,1.23767,1.13072
D01,C,D01-C-0266,Immune-like,1208.451,377.499,-16.992,0.68928,0.30451,1.83316,1.12331,1.3717,1.32823
D01,C,D01-C-0267,Stromal-like,453.277,459.741,-27.335,0.26696,1.79943,1.7466,1.12369,1.20425,1.6605
D01,C,D01-C-0268,Stromal-like,1134.977,847.864,125.704,0.25089,2.03033,0.90391,0.64148,0.52364,1.29076
D01,C,D01-C-0269,Stromal-like,1565.209,473.29,186.642,0.50721,1.9254,0.74766,0.80067,0.4023,1.26483
D01,C,D01-C-0270,Epithelial-like,529.621,856.959,146.224,2.18199,0.34607,0.6354,0.81373,0.73763,1.64269
D01,C,D01-C-0271,Stromal-like,1160.255,367.062,-37.529,0.61527,2.19912,1.76754,1.28226,1.38675,1.69283
D01,C,D01-C-0272,Stromal-like,566.932,629.975,-67.982,0.86865,2.45322,1.84992,1.11958,1.11993,1.31541
D01,C,D01-C-0273,Stromal-like,1001.239,192.369,70.515,0.45292,2.60221,0.96653,0.80685,0.97442,0.75543
D01,C,D01-C-0274,Epithelial-like,516.115,358.556,-18.792,1.9641,0.89506,1.4431,1.15355,1.11299,1.2768
D01,C,D01-C-0275,Stromal-like,190.426,462.973,149.913,0.45501,1.96071,1.03247,0.64241,0.79827,1.11238
D01,C,D01-C-0276,Stromal-like,1349.137,553.202,40.381,0.5313,1.62591,1.11812,0.35697,0.41453,1.25095
D01,C,D01-C-0277,Epithelial-like,1130.191,530.038,-111.742,2.47652,0.61752,0.95821,0.99828,0.85497,1.10731
D01,C,D01-C-0278,Immune-like,1329.153,372.412,58.527,0.54048,0.79124,1.81294,1.31608,1.21766,1.27656
D01,C,D01-C-0279,Stromal-like,1577.14,474.494,194.673,0.92925,2.01364,0.91883,0.80015,0.52627,1.36282
D01,C,D01-C-0280,Immune-like,927.243,183.768,69.475,0.54051,0.57021,2.20016,1.51673,1.37928,1.15594
D01,C,D01-C-0281,Stromal-like,1455.421,440.369,117.153,1.07547,2.13444,1.11256,1.26372,0.80621,1.52396
D01,C,D01-C-0282,Stromal-like,1194.655,779.03,81.25,0.30108,2.20692,1.16862,0.72307,0.59074,0.79744
D01,C,D01-C-0283,Epithelial-like,872.469,299.931,-65.789,1.89929,0.68031,1.16634,0.90943,1.10441,1.5692
D01,C,D01-C-0284,Epithelial-like,884.088,626.62,-170.436,1.7544,0.74818,0.9148,0.67634,0.85692,0.92944
D01,C,D01-C-0285,Epithelial-like,932.651,379.381,-146.141,1.82179,0.55676,1.13723,0.71343,1.02426,1.28239
D01,C,D01-C-0286,Stromal-like,523.702,230.887,83.005,0.42202,1.89252,1.32428,1.00708,1.07541,1.58636
D01,C,D01-C-0287,Immune-like,1005.403,581.317,-171.219,0.27075,0.56273,1.62274,0.78769,1.14278,1.60128
D01,C,D01-C-0288,Stromal-like,260.724,395.97,118.904,0.60188,1.94565,0.96302,0.64668,0.43419,1.18182
D01,C,D01-C-0289,Epithelial-like,450.282,404.16,-5.967,2.47769,0.51251,1.93365,1.67533,1.39159,1.27071
D01,C,D01-C-0290,Immune-like,683.741,293.064,-33.451,0.29565,0.68963,2.04225,1.05257,1.09,1.5144
D01,C,D01-C-0291,Stromal-like,410.703,307.934,73.496,0.40508,2.07555,1.02134,0.7782,0.84718,1.38884
D01,C,D01-C-0292,Stromal-like,730.287,315.849,-69.63,0.85549,2.31895,1.12291,1.26528,0.92987,1.30745
D01,C,D01-C-0293,Immune-like,1326.883,587.901,33.416,0.5461,0.54575,2.12618,1.66222,1.12331,1.48796
D01,C,D01-C-0294,Stromal-like,1193.303,368.27,-19.992,0.50534,2.32552,1.37516,0.80885,0.69356,1.34979
D01,C,D01-C-0295,Epithelial-like,1120.352,540.815,-116.546,2.12076,0.42265,1.39186,1.31846,0.97549,1.79176
D01,C,D01-C-0296,Immune-like,1235.74,632.157,-6.547,0.37571,0.33134,1.94136,1.09066,1.23005,1.26797
D01,C,D01-C-0297,Epithelial-like,746.631,474.648,-223.596,2.21133,0.6758,1.07884,0.74814,0.7126,1.63744
D01,C,D01-C-0298,Stromal-like,1617.729,521.194,220.995,0.29383,2.27147,1.08514,0.69661,0.9862,1.45093
D01,C,D01-C-0299,Stromal-like,633.797,882.199,143.128,0.58631,2.09497,1.20443,0.99951,0.76547,1.65712
D01,C,D01-C-0300,Stromal-like,1182.425,544.116,-74.035,0.58244,2.16818,1.36504,0.85361,1.08397,1.20525
D01,C,D01-C-0301,Stromal-like,638.445,821.966,77.976,0.34333,2.14313,0.96721,0.60033,0.47741,1.12475
D01,C,D01-C-0302,Stromal-like,1090.191,62.318,229.669,0.82367,1.957,1.02008,0.94534,0.69308,1.56381
D01,C,D01-C-0303,Epithelial-like,680.449,574.096,-167.918,2.27084,0.67477,0.78737,0.48409,0.52396,1.12426
D01,C,D01-C-0304,Stromal-like,836.278,171.474,79.803,0.42449,2.46463,1.27487,1.30501,1.29664,1.63666
D01,C,D01-C-0305,Stromal-like,399.081,298.663,86.232,0.43764,1.90912,1.6706,1.43225,1.1552,1.40039
D01,C,D01-C-0306,Epithelial-like,720.59,539.835,-210.1,2.44286,0.22163,1.03864,1.04357,1.00083,1.82055
D01,C,D01-C-0307,Stromal-like,1319.116,820.446,172.174,0.56994,1.99464,0.84682,0.39462,0.92539,1.13718
D01,C,D01-C-0308,Epithelial-like,920.99,495.722,-253.741,2.01631,0.61929,1.44426,0.8941,0.81448,1.67698
D01,C,D01-C-0309,Stromal-like,1012.419,147.021,122.215,0.35937,2.1121,1.14504,0.71565,0.76488,1.35232
D01,C,D01-C-0310,Stromal-like,952.772,860.884,99.898,0.26119,2.49541,1.02392,1.04383,0.86477,1.1401
D01,C,D01-C-0311,Epithelial-like,793.107,857.7,92.031,2.44941,0.64328,1.21637,1.27148,1.07563,1.8402
D01,C,D01-C-0312,Stromal-like,1161.71,875.251,161.749,0.84985,2.16968,1.27572,0.90051,0.88963,0.97673
D01,C,D01-C-0313,Stromal-like,866.78,63.201,202.856,0.50006,2.36663,1.17194,0.86361,0.7048,0.93535
D01,C,D01-C-0314,Stromal-like,233.023,509.478,117.588,0.75141,2.181,0.98758,0.65849,0.55217,1.56212
D01,C,D01-C-0315,Stromal-like,274.089,310.529,149.949,0.86692,2.23193,1.21392,0.60123,0.5005,1.4082
D01,C,D01-C-0316,Stromal-like,192.747,485.414,146.039,0.32747,2.10783,0.54,0.47358,0.45579,1.66669
D01,C,D01-C-0317,Stromal-like,1508.585,544.608,147.797,0.49608,2.42623,1.27809,0.98632,1.28699,1.80177
D01,C,D01-C-0318,Stromal-like,617.146,298.529,-16.583,0.51432,1.89888,1.4278,0.69647,0.93773,1.41398
D01,C,D01-C-0319,Epithelial-like,497.212,627.842,-28.739,2.14222,0.86146,1.79125,1.17467,1.41164,0.84975
D01,C,D01-C-0320,Stromal-like,1269.888,726.538,73.496,0.53668,2.29072,1.60457,0.9514,1.10011,0.51645
D01,C,D01-C-0321,Stromal-like,850.47,544.254,-266.074,0.78668,2.21876,1.28319,0.82007,0.9851,1.15383
D01,C,D01-C-0322,Epithelial-like,549.528,515.371,-99.106,2.00452,0.82129,1.18309,0.68841,0.57165,1.58635
D01,C,D01-C-0323,Stromal-like,1440.897,628.126,121.404,0.9425,2.28561,1.15895,0.83157,0.6732,1.51093
D01,C,D01-C-0324,Epithelial-like,696.779,868.631,115.831,2.05997,0.64176,1.01791,0.87218,0.56294,1.11198
D01,C,D01-C-0325,Epithelial-like,995.16,357.946,-105.648,2.01523,0.355,0.99948,0.91977,0.77504,1.28024
D01,C,D01-C-0326,Epithelial-like,739.767,432.544,-189.035,1.69163,0.61754,1.13509,1.06423,0.76064,1.49058
D01,C,D01-C-0327,Stromal-like,943.863,50.859,220.697,0.58991,1.90358,0.92386,0.66713,0.58342,1.37862
D01,C,D01-C-0328,Immune-like,1470.967,661.925,154.023,0.74085,0.25581,1.25328,0.97617,1.11034,1.334
D01,C,D01-C-0329,Stromal-like,1159.659,795.12,82.248,0.43439,1.84274,1.18763,0.6914,0.5118,1.14865
D01,C,D01-C-0330,Epithelial-like,664.735,462.716,-167.199,1.95165,0.5798,0.60632,0.43921,0.65237,1.8686
D01,C,D01-C-0331,Stromal-like,1065.983,338.429,-60.262,0.71095,2.11487,1.5586,1.00297,0.88599,1.5268
D01,C,D01-C-0332,Immune-like,385.963,284.533,103.244,0.74103,0.9339,1.87173,1.24973,1.20911,1.4132
D01,C,D01-C-0333,Immune-like,1117.097,196.613,95.363,0.82813,0.5727,1.9857,1.30194,1.6854,1.60272
D01,C,D01-C-0334,Immune-like,996.0,235.201,22.893,0.80423,0.47915,2.61899,2.05606,1.61523,1.0206
D01,C,D01-C-0335,Immune-like,985.466,198.53,60.902,0.53421,0.10963,1.71011,1.08634,1.15497,1.74023
D01,C,D01-C-0336,Epithelial-like,876.523,772.338,-6.336,2.42224,0.60358,1.28209,1.26627,0.83321,1.44103
D01,C,D01-C-0337,Epithelial-like,544.94,301.907,10.556,2.38098,0.77297,1.90938,1.4596,1.03819,1.64489
D01,C,D01-C-0338,Immune-like,758.368,261.576,-15.807,0.73495,0.39941,2.12143,1.47883,1.21863,1.37384
D01,C,D01-C-0339,Epithelial-like,1165.721,906.552,194.828,1.94954,0.35314,1.04587,0.67326,0.65574,1.47294
D01,C,D01-C-0340,Stromal-like,359.075,224.384,162.338,0.34658,2.10657,0.83419,0.66739,0.32115,1.22298
D01,C,D01-C-0341,Stromal-like,293.595,579.89,84.287,0.24967,2.36904,1.46306,1.19205,0.87938,1.03047
D01,C,D01-C-0342,Immune-like,707.334,791.434,29.407,0.60334,0.49687,1.71188,0.91937,1.23727,1.24673
D01,C,D01-C-0343,Immune-like,1259.594,621.387,2.777,0.61582,0.45076,2.21063,1.72977,1.42802,1.10885
D01,C,D01-C-0344,Immune-like,1371.594,510.994,52.258,0.69615,0.42017,1.74989,1.01486,1.01301,0.95767
D01,C,D01-C-0345,Stromal-like,1282.816,236.409,124.581,0.63373,1.9278,0.96694,0.90728,1.03509,1.81169
D01,C,D01-C-0346,Stromal-like,1472.307,379.706,146.221,0.69095,1.8,1.27123,1.27375,0.99645,1.1562
D01,C,D01-C-0347,Epithelial-like,507.251,472.685,-66.442,2.04193,0.56878,1.23742,0.92434,1.19976,1.33477
D01,C,D01-C-0348,Stromal-like,430.246,532.159,-16.396,0.8166,1.9294,1.57656,1.40961,1.08592,2.03083
D01,C,D01-C-0349,Immune-like,1325.032,404.847,41.613,0.8724,0.51081,1.79495,1.35671,1.34719,1.05163
D01,C,D01-C-0350,Epithelial-like,693.664,371.886,-115.004,2.2195,0.52286,1.31774,0.66617,0.85701,1.79982
D01,C,D01-C-0351,Immune-like,1220.234,383.816,-13.682,0.72315,0.32255,1.98162,1.31655,0.81379,1.40839
D01,C,D01-C-0352,Immune-like,453.604,342.294,26.713,0.60438,0.3167,1.89882,1.30499,1.08418,1.24476
D01,C,D01-C-0353,Epithelial-like,1037.556,331.392,-64.798,2.21291,0.6772,1.07626,0.99718,0.73571,1.51996
D01,C,D01-C-0354,Immune-like,1371.508,601.438,67.004,0.44425,0.38221,1.65066,1.11057,1.18109,1.58058
D01,C,D01-C-0355,Immune-like,838.037,82.754,180.576,0.38453,0.48951,0.97626,0.6257,0.73307,1.61407
D01,C,D01-C-0356,Epithelial-like,761.017,373.626,-138.476,2.29592,0.7709,0.97041,0.76577,0.68086,1.20532
D01,C,D01-C-0357,Immune-like,370.357,437.965,33.567,0.35536,0.73957,2.05216,1.42419,1.08717,1.12233
D01,C,D01-C-0358,Immune-like,1232.127,649.793,1.166,0.49947,0.78486,2.03164,1.58586,1.2445,1.027
D01,C,D01-C-0359,Stromal-like,815.167,134.076,122.852,0.91086,2.17636,1.4233,0.88284,0.71015,0.96633
D01,C,D01-C-0360,Immune-like,1198.575,273.681,54.329,0.90391,0.88936,1.5545,1.18544,1.22614,1.56946
D01,C,D01-C-0361,Immune-like,402.248,554.507,5.822,0.62655,0.46803,2.0656,1.24203,1.43801,1.36808
D01,C,D01-C-0362,Epithelial-like,785.411,294.994,-56.702,2.05671,0.54475,1.8778,1.39294,1.21313,0.73176
D01,C,D01-C-0363,Stromal-like,1192.981,401.096,-39.478,0.38303,2.27455,1.46391,0.95038,0.92037,0.90624
D01,C,D01-C-0364,Immune-like,903.086,268.353,-28.004,0.45708,0.676,1.78956,1.38229,1.34672,1.23259
D01,C,D01-C-0365,Stromal-like,1473.75,710.686,179.283,0.5746,2.19814,1.01523,1.04416,0.72593,1.9904
D01,C,D01-C-0366,Epithelial-like,1152.622,498.925,-97.343,1.93465,0.89236,1.39778,0.8729,1.18201,1.67927
D01,C,D01-C-0367,Stromal-like,249.049,785.751,212.313,0.86218,1.986,0.9747,0.91373,1.03287,0.96945
D01,C,D01-C-0368,Epithelial-like,824.081,646.27,-149.133,2.26963,0.54232,1.25752,0.90911,0.70468,0.94776
D01,C,D01-C-0369,Stromal-like,617.763,413.615,-111.871,0.72037,2.40987,1.52547,1.11607,1.10123,1.01574
D01,C,D01-C-0370,Epithelial-like,1106.919,262.783,26.491,2.13559,0.85768,1.60078,1.56429,1.09272,1.45715
D01,C,D01-C-0371,Stromal-like,834.838,90.93,171.329,0.61852,2.32321,0.41575,0.4294,0.55638,1.57369
D01,C,D01-C-0372,Stromal-like,523.159,329.172,-1.126,0.65155,2.21279,1.64841,1.1566,0.93468,1.34329
D01,C,D01-C-0373,Stromal-like,944.464,141.385,118.848,0.4802,2.05626,0.92658,0.84647,0.79098,0.97228
D01,C,D01-C-0374,Epithelial-like,595.908,587.974,-109.706,2.28837,0.76266,1.39614,1.35153,1.06232,1.35028
D01,C,D01-C-0375,Immune-like,1469.824,417.275,132.418,0.3027,0.54394,1.37016,1.17087,1.07928,1.43135
D01,C,D01-C-0376,Stromal-like,373.89,305.355,95.528,0.42878,2.51333,0.95317,0.92561,0.184,0.85643
D01,C,D01-C-0377,Stromal-like,1332.358,715.458,99.553,0.93065,1.70684,1.39833,1.36115,0.64683,1.35202
D01,C,D01-C-0378,Immune-like,348.17,420.257,53.529,0.89594,0.65902,2.11431,1.65351,1.47227,1.44179
D01,C,D01-C-0379,Immune-like,461.386,437.191,-26.263,0.519,0.7517,1.81507,1.20356,1.12141,1.47642
D01,C,D01-C-0380,Immune-like,1338.42,409.803,48.38,0.21322,0.12788,1.86085,1.16517,1.53701,1.72041
D01,C,D01-C-0381,Immune-like,1194.098,405.722,-41.204,0.64993,0.54276,1.75888,1.3512,1.11159,1.17341
D01,C,D01-C-0382,Stromal-like,1343.704,325.655,92.783,0.54617,2.22147,1.0876,0.82395,0.96702,1.88827
D01,C,D01-C-0383,Epithelial-like,349.488,419.901,52.779,2.13667,0.51678,1.41048,0.89,0.654,1.27308
D01,C,D01-C-0384,Stromal-like,1612.928,504.391,217.592,0.53669,1.9963,0.97751,0.81496,1.04498,0.95895
D01,C,D01-C-0385,Epithelial-like,761.237,357.916,-121.795,1.81996,0.83262,1.02,0.53855,0.4238,1.20018
D01,C,D01-C-0386,Immune-like,838.129,380.323,-157.416,0.65817,0.65206,1.30333,1.14862,1.2242,1.76787
D01,C,D01-C-0387,Stromal-like,388.01,189.039,177.862,0.33002,2.35261,0.97408,1.0856,0.53622,1.53402
D01,C,D01-C-0388,Immune-like,985.934,795.267,32.273,0.62707,0.67256,2.26144,1.63009,1.39091,1.35184
D01,C,D01-C-0389,Epithelial-like,658.996,618.386,-125.32,2.13034,0.65006,1.13931,0.80166,0.46405,1.16797
D01,C,D01-C-0390,Immune-like,649.468,744.611,-5.096,0.39469,0.72148,2.04565,1.35785,1.23105,1.48169
D01,C,D01-C-0391,Stromal-like,1321.88,643.979,52.27,0.80966,2.61131,0.69347,0.61155,0.36657,1.17048
D01,C,D01-C-0392,Epithelial-like,1037.399,519.573,-176.185,2.53337,0.58962,0.87023,0.78056,0.86698,1.3615
D01,C,D01-C-0393,Stromal-like,1563.377,642.962,206.443,0.57536,2.08164,0.84322,0.81603,0.48691,1.32204
D01,C,D01-C-0394,Epithelial-like,871.373,475.362,-263.004,1.83578,0.61689,1.02775,0.61318,0.70443,0.6828
D01,C,D01-C-0395,Epithelial-like,1209.669,250.991,78.819,2.48447,0.68439,1.51869,1.15933,0.74009,1.2269
D01,C,D01-C-0396,Immune-like,1260.668,319.916,49.649,0.67181,0.67764,1.8497,1.48452,1.4753,1.12338
D01,C,D01-C-0397,Epithelial-like,594.465,650.456,-68.128,1.9666,0.55839,1.13398,1.00089,0.78203,1.22356
D01,C,D01-C-0398,Stromal-like,1566.314,601.274,196.47,0.74976,2.04132,0.98896,0.66305,0.17826,1.00349
D01,C,D01-C-0399,Immune-like,1009.852,781.812,22.708,0.18571,1.02896,1.7688,1.46272,1.03181,1.52214
D01,C,D01-C-0400,Stromal-like,847.608,912.669,152.581,0.85164,2.23294,1.20962,0.77715,0.57598,1.01658
D01,C,D01-C-0401,Epithelial-like,477.441,636.534,-12.1,1.52124,1.2767,2.012,1.03299,1.05739,1.13269
D01,C,D01-C-0402,Stromal-like,461.618,254.288,88.957,0.57908,2.0098,1.31297,1.19656,0.91412,1.12803
D01,C,D01-C-0403,Immune-like,772.538,521.272,-250.419,0.40957,0.35558,1.85317,1.14844,1.14451,1.52408
D01,C,D01-C-0404,Immune-like,898.974,117.291,142.519,0.61204,1.06474,1.59725,1.30586,1.23811,1.45559
D01,C,D01-C-0405,Epithelial-like,984.801,366.282,-117.392,1.89077,0.48864,1.60465,1.17336,0.7123,1.13758
D01,C,D01-C-0406,Stromal-like,946.48,416.287,-179.671,0.84399,2.24791,1.2208,0.78169,0.87707,1.47554
D01,C,D01-C-0407,Stromal-like,984.024,118.335,149.442,0.28864,2.30232,0.74122,0.82151,0.79933,1.34093
D01,C,D01-C-0408,Immune-like,618.056,718.978,-19.286,0.46817,0.885,2.11068,1.38136,1.50807,1.26955
D01,C,D01-C-0409,Immune-like,694.41,285.388,-28.405,0.71608,0.74028,1.9313,1.35916,0.93319,1.34112
D01,C,D01-C-0410,Epithelial-like,651.489,493.647,-167.769,2.48963,0.60202,1.12413,0.6806,0.94806,1.63838
D01,C,D01-C-0411,Epithelial-like,935.884,618.836,-168.046,2.27225,0.16637,1.19437,1.01484,0.49667,1.05673
D01,C,D01-C-0412,Immune-like,781.924,852.621,87.124,0.62788,0.24762,1.83633,1.36956,1.20138,0.98516
D01,C,D01-C-0413,Immune-like,1238.459,298.587,53.481,0.24393,0.69661,2.02738,1.27122,1.57719,1.52945
D01,C,D01-C-0414,Immune-like,1164.702,732.929,27.622,0.7902,0.8815,1.97634,1.28204,1.43199,1.36243
D01,C,D01-C-0415,Stromal-like,434.132,765.526,101.755,0.20701,2.05828,1.00486,0.66954,0.38489,1.67728
D01,C,D01-C-0416,Epithelial-like,984.716,484.734,-208.365,1.67746,0.55616,0.72265,0.58697,0.27738,1.48761
D01,C,D01-C-0417,Epithelial-like,631.08,496.682,-154.293,2.47117,0.10669,1.40296,1.36465,0.80951,1.12021
D01,C,D01-C-0418,Stromal-like,1145.015,890.302,172.068,0.79285,2.01037,1.01024,0.53797,0.74887,1.38832
D01,C,D01-C-0419,Stromal-like,629.295,176.99,102.497,0.57729,2.29247,1.03749,0.32149,0.8705,0.95887
D01,C,D01-C-0420,Immune-like,1068.654,906.624,169.94,0.78811,0.90081,1.1815,0.5657,0.7486,1.43588
D01,C,D01-C-0421,Stromal-like,351.255,306.967,107.221,0.65356,2.25512,0.8575,0.8464,1.03784,1.0724
D01,C,D01-C-0422,Immune-like,411.045,620.749,20.932,0.6691,0.57694,2.37894,1.57182,1.55871,1.0495
D01,C,D01-C-0423,Immune-like,432.257,574.217,-9.715,0.46942,0.38871,1.94107,1.46761,1.53187,1.41131
D01,C,D01-C-0424,Stromal-like,755.371,509.132,-240.178,0.66809,2.41328,1.04401,0.97034,0.5602,1.3864
D01,C,D01-C-0425,Immune-like,867.6,176.14,74.578,0.28001,0.72542,1.36304,1.2001,0.74905,1.4301
D01,C,D01-C-0426,Stromal-like,1141.847,211.322,88.897,0.56108,1.93195,1.06598,0.56659,0.93469,1.46723
D01,C,D01-C-0427,Epithelial-like,253.125,693.553,153.955,2.13338,0.96735,0.69103,0.43683,0.37825,1.26536
D01,C,D01-C-0428,Stromal-like,255.872,726.477,170.512,0.3751,1.79035,1.05595,0.95338,0.49088,1.36543
D01,C,D01-C-0429,Epithelial-like,749.019,463.003,-217.616,2.12989,0.7084,0.55291,0.34001,0.61124,1.15822
D01,C,D01-C-0430,Stromal-like,961.554,912.467,158.688,0.65963,2.00846,1.1794,0.86292,0.96845,1.23472
D01,C,D01-C-0431,Stromal-like,1330.074,730.797,108.612,0.6778,2.42979,1.13774,0.86918,0.60918,1.10571
D01,C,D01-C-0432,Stromal-like,495.782,773.744,80.601,0.70612,1.90263,0.88395,1.09713,0.7595,1.23644
D01,C,D01-C-0433,Epithelial-like,1300.356,402.762,26.662,2.15007,0.95645,1.75802,1.33871,1.21455,1.54171
D01,C,D01-C-0434,Immune-like,1090.481,761.014,24.384,0.8856,0.78774,1.7842,1.15728,0.98648,1.43117
D01,C,D01-C-0435,Stromal-like,181.043,585.563,161.166,0.69319,2.1232,0.72352,0.69594,0.48241,1.35076
D01,C,D01-C-0436,Stromal-like,777.911,177.501,76.053,0.61482,2.11729,1.37337,1.10123,0.71206,1.22249
D01,C,D01-C-0437,Stromal-like,345.758,213.997,177.104,0.37013,1.93767,0.70475,0.81278,0.91625,1.02862
D01,C,D01-C-0438,Stromal-like,530.041,349.292,-19.732,0.83563,2.23748,1.74987,1.45647,1.07865,1.51933
D01,C,D01-C-0439,Stromal-like,651.343,158.527,116.942,0.69014,2.27225,1.12904,0.83051,1.2352,1.40184
D01,C,D01-C-0440,Epithelial-like,631.465,605.776,-119.933,1.95561,0.83708,1.57814,1.34619,0.5761,0.8953
